Energy (eV),DOS_up
-13.26525075,16.3924
-13.21575075,11.3135
-13.16625075,0.0
-13.11675075,0.0
-13.067350750000001,0.0
-13.017850750000001,0.0
-12.96835075,0.0
-12.91885075,0.0
-12.86945075,0.0
-12.81995075,0.0
-12.77045075,0.0
-12.72105075,0.0
-12.671550750000002,0.0
-12.62205075,0.0
-12.572550750000001,0.0
-12.52315075,0.0
-12.473650750000001,0.8618
-12.42415075,1.3908
-12.37475075,2.1785
-12.32525075,3.1615
-12.27575075,3.4214
-12.22625075,3.6668
-12.17685075,3.9597
-12.127350750000002,4.3795
-12.07785075,4.9083
-12.028450750000001,5.5554
-11.97895075,6.8369
-11.92945075,8.5344
-11.87995075,16.0271
-11.83055075,14.0414
-11.78105075,0.0
-11.73155075,0.0
-11.682150750000002,0.0
-11.63265075,0.0
-11.583150750000001,0.0
-11.53365075,0.0
-11.484250750000001,0.0
-11.43475075,0.0
-11.38525075,0.0
-11.33575075,0.0
-11.28635075,0.0
-11.23685075,0.0
-11.18735075,0.0
-11.137950750000002,0.0
-11.08845075,0.0
-11.038950750000001,0.0
-10.98945075,0.0
-10.940050750000001,0.0
-10.89055075,0.0
-10.84105075,0.0
-10.79165075,0.0
-10.74215075,0.0
-10.69265075,0.0
-10.64315075,0.0
-10.593750750000002,0.0
-10.54425075,0.0
-10.494750750000001,0.0
-10.44535075,0.0
-10.395850750000001,0.0
-10.34635075,0.0
-10.29685075,0.0
-10.24745075,0.0
-10.19795075,0.0
-10.14845075,0.0
-10.09895075,0.0
-10.049550750000002,0.0
-10.00005075,0.0
-9.950550750000001,0.0
-9.90115075,0.0
-9.851650750000001,0.0
-9.80215075,0.0
-9.75265075,0.0
-9.70325075,0.0
-9.65375075,0.0
-9.60425075,0.0
-9.55485075,0.0
-9.505350750000002,0.0
-9.45585075,0.0
-9.406350750000001,0.0
-9.35695075,0.0
-9.307450750000001,0.0
-9.25795075,0.0
-9.20855075,0.0
-9.15905075,0.0
-9.10955075,0.0
-9.06005075,0.0
-9.01065075,0.0
-8.96115075,0.0
-8.91165075,0.0
-8.862250750000001,0.0
-8.812750750000001,0.0
-8.763250750000001,0.0
-8.71375075,0.0
-8.66435075,0.0
-8.61485075,0.0
-8.56535075,0.0
-8.51585075,0.0
-8.46645075,0.0
-8.41695075,0.0
-8.36745075,0.0
-8.318050750000001,0.0
-8.268550750000001,0.0
-8.219050750000001,0.0
-8.16955075,0.0
-8.12015075,0.0
-8.07065075,0.0
-8.02115075,0.0
-7.97175075,0.0
-7.92225075,0.0
-7.87275075,0.0
-7.823250750000001,0.0
-7.77385075,0.0
-7.724350750000001,0.0
-7.674850750000001,0.0
-7.625450750000001,0.0
-7.5759507500000005,0.0
-7.52645075,0.0
-7.47695075,0.0
-7.42755075,0.0
-7.37805075,0.0
-7.32855075,0.0
-7.279050750000001,0.0
-7.22965075,0.0
-7.180150750000001,0.0
-7.130650750000001,0.0
-7.081250750000001,0.0
-7.0317507500000005,0.0
-6.98225075,0.0
-6.93275075,0.0
-6.88335075,0.022
-6.83385075,0.4915
-6.784350750000001,1.3143
-6.73495075,1.6007
-6.68545075,1.7502
-6.63595075,2.0118
-6.586450750000001,4.1188
-6.537050750000001,7.9885
-6.4875507500000005,12.127
-6.43805075,11.8765
-6.38865075,14.5681
-6.33915075,12.5556
-6.289650750000001,5.069
-6.240150750000001,5.0105
-6.19075075,4.4597
-6.14125075,4.1388
-6.09175075,5.0988
-6.042350750000001,6.4954
-5.992850750000001,9.1991
-5.9433507500000005,7.0813
-5.89385075,8.3745
-5.84445075,8.1177
-5.79495075,3.8341
-5.745450750000001,4.5366
-5.695950750000001,6.6656
-5.64655075,7.9313
-5.59705075,8.9235
-5.54755075,6.5566
-5.498150750000001,7.186
-5.4486507500000005,12.6311
-5.39915075,11.8378
-5.34965075,10.5845
-5.30025075,9.1215
-5.250750750000001,9.143
-5.201250750000001,10.0802
-5.15185075,10.2907
-5.10235075,9.6527
-5.05285075,9.601
-5.00335075,7.6272
-4.953950750000001,6.5274
-4.9044507500000005,6.3472
-4.85495075,14.2428
-4.80555075,17.9582
-4.75605075,22.1082
-4.706550750000001,47.7289
-4.657050750000001,13.3617
-4.60765075,6.6579
-4.55815075,5.5258
-4.50865075,6.1333
-4.45915075,8.5934
-4.409750750000001,8.9083
-4.3602507500000005,15.4642
-4.31075075,15.9215
-4.26135075,8.9152
-4.21185075,19.9645
-4.162350750000001,27.745
-4.112850750000001,13.5201
-4.06345075,13.7133
-4.01395075,8.2633
-3.96445075,5.1233
-3.9150507500000007,4.0145
-3.8655507500000006,2.9162
-3.8160507500000005,3.832
-3.7665507500000004,4.5393
-3.7171507500000005,5.7473
-3.6676507500000004,8.029
-3.6181507500000003,10.0442
-3.5687507500000004,19.1261
-3.5192507500000003,13.4466
-3.46975075,10.7191
-3.42025075,9.3175
-3.3708507500000007,0.0
-3.3213507500000006,0.0
-3.2718507500000005,0.0
-3.22245075,0.0
-3.1729507500000005,0.0
-3.1234507500000004,0.0
-3.0739507500000007,0.0
-3.0245507500000004,0.0
-2.9750507500000003,0.0
-2.92555075,1.7638
-2.8760507500000005,4.1871
-2.82665075,7.6397
-2.7771507500000006,9.1593
-2.7276507500000005,18.5984
-2.6782507500000006,19.2159
-2.6287507500000005,25.9887
-2.5792507500000004,24.9044
-2.5297507500000003,57.0407
-2.4803507500000004,57.9906
-2.4308507500000003,48.4616
-2.3813507500000006,26.2863
-2.3319507500000003,81.0414
-2.28245075,50.8084
-2.2329507500000005,48.9011
-2.1834507500000004,106.591
-2.1340507500000006,61.2932
-2.0845507500000005,29.5755
-2.0350507500000004,26.0639
-1.9856507500000005,18.149
-1.9361507500000004,15.1859
-1.8866507500000003,17.5588
-1.8371507500000006,10.9957
-1.7877507500000003,11.0834
-1.7382507500000006,16.5759
-1.6887507500000005,16.2134
-1.6392507500000004,17.5135
-1.5898507500000005,16.3654
-1.5403507500000004,15.423
-1.4908507500000003,19.3646
-1.4414507500000004,18.5768
-1.3919507500000003,15.333
-1.3424507500000002,13.5823
-1.2929507500000006,12.1534
-1.2435507500000003,11.2134
-1.1940507500000006,10.6332
-1.1445507500000005,10.3257
-1.0951507500000006,13.238
-1.0456507500000005,15.84
-0.9961507500000004,13.3824
-0.9466507500000008,12.7821
-0.8972507500000004,14.8803
-0.8477507500000003,12.115
-0.7982507500000002,10.705
-0.7488507500000008,11.0484
-0.6993507500000007,11.1316
-0.6498507500000006,12.5506
-0.6003507500000005,10.5285
-0.5509507500000002,7.7483
-0.5014507500000001,16.758
-0.45195075000000084,10.8256
-0.4025507500000005,8.4574
-0.3530507500000004,6.7055
-0.3035507500000003,5.5544
-0.2540507500000002,5.1011
-0.20465075000000077,4.5933
-0.15515075000000067,4.242
-0.10565075000000057,4.0203
-0.05615075000000047,3.8666
-0.006750750000000139,3.7283
0.04274924999999996,3.6258
0.09224924999999917,3.4609
0.1416492499999995,3.3249
0.1911492499999996,3.1223
0.2406492499999997,2.9329
0.2901492499999998,2.933
0.33954924999999925,2.6223
0.38904924999999935,2.3294
0.43854924999999945,2.2264
0.4879492499999998,2.1463
0.5374492499999999,1.8661
0.58694925,1.7362
0.6364492499999992,1.5625
0.6858492499999995,1.5024
0.7353492499999996,1.1817
0.7848492499999997,0.8719
0.8342492499999992,0.6099
0.8837492499999993,0.6203
0.9332492499999994,0.4879
0.9827492499999995,0.0389
1.0321492499999998,0.0199
1.08164925,0.1224
1.13114925,0.2141
1.1806492499999992,0.3262
1.2300492499999995,0.4788
1.2795492499999996,0.6467
1.3290492499999997,0.7996
1.3784492499999992,0.9533
1.4279492499999993,1.0818
1.4774492499999994,1.207
1.5269492499999995,1.2924
1.5763492499999998,1.3457
1.62584925,1.4976
1.67534925,1.589
1.7247492499999995,1.6499
1.7742492499999996,1.7862
1.8237492499999997,2.1884
1.8732492499999998,4.6646
1.9226492499999992,4.5296
1.9721492499999993,6.138
2.0216492499999994,12.1405
2.0710492499999997,13.4849
2.12054925,7.8711
2.17004925,4.1004
2.21954925,3.5646
2.2689492499999995,2.9774
2.3184492499999996,1.7971
2.3679492499999997,0.7718
2.41734925,0.4318
2.466849249999999,0.3157
2.5163492499999993,0.3306
2.5658492499999994,0.3455
2.6152492499999997,0.3604
2.66474925,0.3753
2.71424925,0.3902
2.763749249999999,0.4052
2.8131492499999995,0.4201
2.8626492499999996,0.4351
2.9121492499999997,0.4522
2.96154925,0.4731
3.0110492499999992,0.4981
3.0605492499999993,0.5301
3.1100492499999994,0.6775
3.1594492499999998,1.4083
3.20894925,1.7974
3.25844925,2.0913
3.3078492500000003,2.1885
3.3573492500000004,2.9421
3.4068492499999987,3.4945
3.456349249999999,3.9763
3.505749249999999,6.0129
3.5552492499999993,7.0365
3.6047492499999993,6.7815
3.6541492499999997,6.9802
3.70364925,7.9258
3.75314925,6.9581
3.80264925,6.8917
3.8520492500000003,6.9878
3.9015492500000004,5.7816
3.9510492499999987,5.0646
4.000549249999999,5.2794
4.049949249999999,5.7374
4.099449249999999,5.6698
4.148949249999999,5.8156
4.19834925,5.4442
4.24784925,5.2293
4.29734925,5.6388
4.34684925,5.8668
4.39624925,5.6487
4.44574925,5.544
4.495249249999999,5.8053
4.544649249999999,5.647
4.594149249999999,5.4394
4.643649249999999,4.8989
4.693149249999999,4.8088
4.74254925,5.729
4.79204925,6.2191
4.84154925,7.6717
4.89094925,6.9761
4.94044925,8.5562
4.9899492500000004,8.6622
5.039449249999999,7.4421
5.088849249999999,5.8245
5.138349249999999,8.2859
5.187849249999999,7.7412
5.23724925,6.7615
5.28674925,6.7183
5.33624925,6.5626
5.38574925,6.474
5.43514925,5.7158
5.48464925,4.7978
5.5341492500000005,4.7083
5.583649249999999,4.2289
5.633049249999999,3.9084
5.682549249999999,3.5712
5.732049249999999,3.4038
5.78144925,4.2628
5.83094925,6.7691
5.88044925,7.0567
5.92994925,6.6189
5.97934925,5.5594
6.02884925,5.4457
6.078349249999999,5.3064
6.127749249999999,4.4899
6.177249249999999,3.9336
6.226749249999999,3.8888
6.276249249999999,3.4458
6.32564925,3.6349
6.37514925,4.0453
6.42464925,5.9666
6.47404925,8.101
6.52354925,7.1995
6.57304925,7.2056
6.622549249999999,9.1593
6.671949249999999,7.8071
6.721449249999999,7.3647
6.770949249999999,8.0529
6.820449249999999,9.1466
6.86984925,9.7688
6.91934925,8.3185
6.96884925,8.9192
7.01824925,10.3208
7.06774925,7.7405
7.11724925,7.1273
7.166749249999999,7.5269
7.216149249999999,8.7453
7.265649249999999,9.0917
7.315149249999999,8.1416
7.36454925,10.02
7.41404925,8.8808
7.46354925,7.6677
7.51304925,7.2401
7.56244925,6.9086
7.61194925,16.2894
7.66144925,8.1801
7.710849249999999,8.269
7.760349249999999,6.5354
7.809849249999999,5.4083
7.859349249999999,4.9769
7.90874925,5.715
7.95824925,5.5769
8.00774925,6.2723
8.05714925,6.75
8.10664925,7.0407
8.15614925,7.0356
8.20564925,7.0047
8.255049249999999,6.8645
8.304549249999999,6.5726
8.35404925,6.6066
8.40354925,6.9406
8.45294925,6.2868
8.50244925,5.8529
8.55194925,5.6011
8.60134925,5.3431
8.65084925,5.2442
8.70034925,5.6795
8.74984925,6.2087
8.799249249999999,5.9724
8.84874925,6.4092
8.89824925,7.1217
8.94764925,7.6066
8.99714925,7.8381
9.04664925,7.7007
9.09614925,6.6102
9.14554925,6.5109
9.19504925,6.7299
9.24454925,5.6189
9.293949249999999,5.6895
9.343449249999999,6.3274
9.39294925,6.1521
9.44244925,5.8303
9.49184925,5.7747
9.54134925,5.073
9.59084925,4.9776
9.64034925,4.9802
9.68974925,4.8991
9.73924925,4.7686
9.78874925,4.7118
9.838149249999999,4.9741
9.887649249999999,5.1735
9.93714925,5.0511
9.98664925,4.7204
10.03604925,5.4344
10.08554925,5.6698
10.13504925,6.9052
10.18444925,6.0974
10.23394925,5.4621
10.28344925,5.1642
10.33294925,5.0925
10.382349249999999,4.9666
10.431849249999999,5.2933
10.48134925,5.8902
10.53074925,5.2852
10.58024925,5.9277
10.62974925,8.8164
10.67924925,5.0562
10.72864925,5.1949
10.77814925,5.6193
10.82764925,5.8328
10.877049249999999,6.0841
10.926549249999999,8.9217
10.976049249999999,6.7672
11.025549250000001,6.5426
11.07494925,6.2603
11.124449249999998,6.1345
11.17394925,6.2421
11.223449249999998,7.1234
11.27284925,6.9918
11.322349249999998,8.3644
11.37184925,6.0126
11.421249249999999,5.5124
11.47074925,5.6992
11.520249249999999,5.9723
11.569749250000001,7.1994
11.61914925,7.9341
11.668649249999998,7.4561
11.71814925,7.0062
11.767549249999998,7.0525
11.81704925,6.8868
11.866549249999998,7.269
11.91604925,8.8758
11.965449249999999,8.3089
12.01494925,8.1865
12.06444925,8.0151
12.113849250000001,7.8342
12.16334925,7.2589
12.212849249999998,6.8354
12.26234925,6.5011
12.311749249999998,5.7395
12.36124925,6.3235
12.410749249999999,5.8603
12.46024925,5.8359
12.509649249999999,6.4058
12.55914925,6.6909
12.60864925,7.2853
12.658049250000001,6.2514
12.70754925,5.8057
12.757049249999998,5.9668
12.80654925,7.4219
12.855949249999998,6.5487
12.90544925,5.9011
12.954949249999999,5.6901
13.00434925,4.4609
13.053849249999999,4.5178
13.10334925,6.2766
13.15284925,5.534
13.202249250000001,5.6804
13.25174925,5.5708
13.301249249999998,6.1165
13.35064925,5.74
13.400149249999998,5.7771
13.44964925,5.8339
13.499149249999999,5.1474
13.54854925,5.0323
13.598049249999999,5.9545
13.64754925,5.968
13.69694925,5.2069
13.746449250000001,5.4052
13.79594925,6.7269
13.845449249999998,6.9546
13.89484925,7.8276
13.944349249999998,9.1036
13.99384925,8.2382
14.043349249999999,6.9185
14.09274925,7.5311
14.142249249999999,7.6303
14.19174925,7.9502
14.24114925,8.6179
14.290649250000001,8.3762
14.34014925,8.0922
14.389649249999998,6.9041
14.43904925,6.6706
14.488549249999998,7.3456
14.53804925,8.0214
14.587449249999999,9.5206
14.63694925,9.1392
14.686449249999999,9.0635
14.73594925,8.6739
14.78534925,8.0307
14.834849250000001,8.182
14.88434925,6.8443
14.933749249999998,6.8593
14.98324925,6.7872
15.032749249999998,5.5855
15.08224925,5.4582
15.131649249999999,5.8328
15.18114925,7.0283
15.230649249999999,8.5314
15.280149250000001,9.2917
15.32954925,6.8685
15.379049250000001,7.5253
15.42854925,7.8679
15.477949249999998,6.8365
15.52744925,7.4374
15.576949249999998,9.7207
15.62644925,6.5931
15.675849249999999,6.7805
15.72534925,6.8553
15.774849249999999,7.0831
15.824249250000001,7.1879
15.87374925,7.1508
15.923249250000001,7.0603
15.97274925,7.3946
16.02214925,8.058
16.07164925,6.8256
16.12114925,6.9142
16.17054925,7.1061
16.22004925,7.1266
16.26954925,7.1031
16.31904925,6.9585
16.36844925,7.0517
16.41794925,7.9776
16.467449249999998,7.4262
16.51684925,7.5134
16.56634925,7.2036
16.61584925,7.3549
16.66534925,8.5761
16.71474925,8.925
16.76424925,8.7204
16.81374925,8.5454
16.86324925,8.2989
16.91264925,7.9065
16.96214925,9.0951
17.011649249999998,7.1703
17.06104925,8.2887
17.11054925,8.7429
17.16004925,7.6856
17.20954925,8.4572
17.25894925,8.4447
17.30844925,8.2672
17.35794925,7.9698
17.40734925,6.8771
17.45684925,6.5303
17.50634925,5.9532
17.555849249999998,7.4489
17.60524925,7.503
17.65474925,8.9292
17.70424925,10.7973
17.75364925,9.9464
17.80314925,9.7549
17.85264925,7.7732
17.90214925,6.4416
17.95154925,5.8047
18.00104925,11.7629
18.05054925,6.6993
18.100049249999998,6.234
18.14944925,4.5778
18.19894925,4.0459
18.24844925,3.9023
18.29784925,3.8373
18.34734925,5.0097
18.39684925,6.6382
18.44634925,7.0989
18.49574925,6.9482
18.54524925,6.6035
18.59474925,6.9789
18.644149249999998,7.1014
18.69364925,6.943
18.74314925,6.3924
18.79264925,7.2078
18.84204925,7.1912
18.89154925,7.8887
18.94104925,8.1347
18.99044925,8.2114
19.03994925,8.2044
19.08944925,7.3581
19.13894925,6.6276
19.188349249999998,6.7614
19.23784925,8.012
19.28734925,8.5738
19.33674925,9.2267
19.38624925,8.4015
19.43574925,9.483
19.48524925,6.0101
19.53464925,5.8057
19.58414925,5.2988
19.63364925,5.5928
19.68314925,5.8379
19.732549249999998,4.2068
19.78204925,3.6401
19.83154925,3.4533
19.88094925,3.4905
19.93044925,3.8737
19.97994925,2.168
20.02944925,1.2548
20.07884925,0.9866
20.12834925,0.7618
20.17784925,0.5291
20.22724925,0.3375
20.276749249999998,0.2344
20.32624925,0.1458
20.37574925,0.0112
20.42514925,0.0001
20.47464925,0.0
20.52414925,0.0
20.57354925,0.0
20.62304925,0.0
20.67254925,0.0
20.72204925,0.0
20.77144925,0.0
20.820949249999998,0.0
20.87044925,0.0
20.91994925,0.0
20.96934925,0.0
21.01884925,0.0
21.06834925,0.0
21.11774925,0.0
21.16724925,0.0
21.21674925,0.0
21.26624925,0.0
21.31564925,0.0
21.365149249999998,0.0
21.41464925,0.0
21.46404925,0.0
21.51354925,0.0
21.56304925,0.0
21.61254925,0.0
21.66194925,0.0
21.71144925,0.0
21.76094925,0.0
21.810349249999998,0.0
21.85984925,0.0
21.909349249999998,0.0
21.95884925,0.0
22.00824925,0.0
22.05774925,0.0
22.10724925,0.0
22.15664925,0.0
22.20614925,0.0
22.25564925,0.0
22.30514925,0.0
22.354549249999998,0.0
22.40404925,0.0
22.45354925,0.0
22.50304925,0.0
22.55244925,0.0
22.60194925,0.0
22.65144925,0.0
22.70084925,0.0
22.75034925,0.0
22.79984925,0.0
22.84934925,0.0
22.898749249999998,0.0
22.94824925,0.0
22.99774925,0.0
23.04714925,0.0
23.09664925,0.0
23.14614925,0.0
23.19564925,0.0
23.24504925,0.0
23.29454925,0.0
23.34404925,0.0
23.39344925,0.0
23.442949249999998,0.0
23.49244925,0.0
23.54194925,0.0
23.59134925,0.0
23.64084925,0.0
23.69034925,0.0
23.73984925,0.0
23.78924925,0.0
23.83874925,0.0
23.88824925,0.0
23.93764925,0.0
23.987149249999998,0.0
24.03664925,0.0
24.08614925,0.0
24.13554925,0.0
24.18504925,0.0
24.23454925,0.0
24.28394925,0.0
24.33344925,0.0
24.38294925,0.0
24.43244925,0.0
24.48184925,0.0
24.531349249999998,0.0
24.58084925,0.0
24.63024925,0.0
24.67974925,0.0
24.72924925,0.0
24.77874925,0.0
24.82814925,0.0
24.87764925,0.0
24.92714925,0.0
