Index,Distance,Label
0,0.0,\Gamma
1,0.009953053088471655,
2,0.01990612528681747,
3,0.029859178375289126,
4,0.03981223146376078,
5,0.04976530366210659,
6,0.059718356750578246,
7,0.06967140983904989,
8,0.07962448203739572,
9,0.08957753512586737,
10,0.09953058821433902,
11,0.10948366041268486,
12,0.1194367135011565,
13,0.12938976658962814,
14,0.139342838787974,
15,0.14929589187644562,
16,0.1592489449649173,
17,0.1692020171632631,
18,0.17915507025173474,
19,0.1891081233402064,
20,0.19906119553855223,
21,0.20901424862702386,
22,0.21896730171549553,
23,0.22892037391384135,
24,0.238873427002313,
25,0.24882648009078467,
26,0.2587795522891304,
27,0.26873260537760213,
28,0.2786856584660738,
29,0.2886387306644196,
30,0.29859178375289125,
31,0.30854483684136297,
32,0.31849790903970876,
33,0.3284509621281804,
34,0.3384040152166521,
35,0.3483570874149979,
36,0.35831014050346954,
37,0.3682631935919412,
38,0.378216265790287,
39,0.38816931887875866,
40,0.3981223719672303,
41,0.4080754441655761,
42,0.41802849725404784,
43,0.4279815503425195,
44,0.4379346225408653,
45,0.44788767562933696,
46,0.4578407287178086,
47,0.4677938009161544,
48,0.4777468540046261,
49,0.4876999070930977,
50,0.4976529792914436,
51,0.5076060323799152,
52,0.5175590854683868,
53,0.5275121576667327,
54,0.5374652107552043,
55,0.5474182638436759,
56,0.5573713360420217,
57,0.5673243891304933,
58,0.5772774422189649,
59,0.5872305144173108,
60,0.5971835675057824,
61,0.6071366205942541,
62,0.6170896927926,
63,0.6270427458810716,
64,0.6369957989695433,
65,0.6469488711678891,
66,0.6569019242563608,
67,0.6668549773448325,
68,0.6768080495431783,
69,0.68676110263165,
70,0.6967141557201216,
71,0.7066672279184675,
72,0.7166202810069391,
73,0.7265733340954108,
74,0.7365264062937567,
75,0.7464794593822283,
76,0.7564325124706999,
77,0.7663855846690457,
78,0.7763386377575174,
79,0.786291690845989,
80,0.7962447630443349,
81,0.8061978161328065,
82,0.8161508692212782,
83,0.8261039414196241,
84,0.8360569945080957,
85,0.8460100475965674,
86,0.8559631197949132,
87,0.865916172883385,
88,0.8758692259718566,
89,0.8858222981702024,
90,0.8957753512586741,
91,0.9057284043471457,
92,0.9156814765454916,
93,0.9256345296339632,
94,0.9355875827224349,
95,0.9455406549207808,
96,0.9554937080092524,M
97,0.9554937080092524,M
98,0.9653446806325511,
99,0.9751956532558498,
100,0.9850466258791485,
101,0.9948975985024472,
102,1.004748571125746,
103,1.014599560298686,
104,1.0244505329219846,
105,1.0343015055452833,
106,1.044152478168582,
107,1.0540034507918807,
108,1.0638544234151983,
109,1.073705396038497,
110,1.0835563686617957,
111,1.0934073412850944,
112,1.1032583139083931,
113,1.113109303081333,
114,1.1229602757046317,
115,1.1328112483279305,
116,1.1426622209512292,
117,1.1525131935745279,
118,1.1623641661978266,
119,1.1722151388211253,
120,1.182066111444424,
121,1.1919170840677227,
122,1.2017680566910214,
123,1.21161902931432,
124,1.22147001848726,
125,1.2313209911105587,
126,1.2411719637338574,
127,1.2510229363571561,
128,1.2608739089804548,
129,1.2707248816037724,
130,1.280575854227071,
131,1.2904268268503698,
132,1.3002777994736685,
133,1.3101287720969672,
134,1.3199797612699071,
135,1.3298307338932058,
136,1.3396817065165045,
137,1.3495326791398032,
138,1.359383651763102,
139,1.3692346243864006,
140,1.3790855970096993,
141,1.3889365696329983,
142,1.398787542256297,
143,1.4086385148795957,
144,1.4184894875028946,
145,1.4283404766758343,
146,1.438191449299133,
147,1.4480424219224317,
148,1.4578933945457304,
149,1.4677443671690291,
150,1.4775953397923467,
151,1.4874463124156456,
152,1.4972972850389443,
153,1.507148257662243,K
154,1.507148257662243,K
155,1.5170879692848183,
156,1.5270276809073935,
157,1.5369674256292416,
158,1.5469071372518168,
159,1.5568468488743923,
160,1.5667865604969675,
161,1.5767263052188156,
162,1.5866660168413909,
163,1.596605728463966,
164,1.6065454731858142,
165,1.6164851848083894,
166,1.6264248964309647,
167,1.6363646411528125,
168,1.6463043527753878,
169,1.656244064397963,
170,1.6661837760205382,
171,1.6761235207423864,
172,1.6860632323649616,
173,1.696002943987537,
174,1.705942688709385,
175,1.7158824003319604,
176,1.7258221119545354,
177,1.7357618566763837,
178,1.745701568298959,
179,1.7556412799215342,
180,1.7655809915441096,
181,1.7755207362659575,
182,1.785460447888533,
183,1.7954001595111082,
184,1.8053399042329563,
185,1.8152796158555318,
186,1.825219327478107,
187,1.835159072199955,
188,1.8450987838225303,
189,1.8550384954451056,
190,1.864978207067681,
191,1.874917951789529,
192,1.8848576634121041,
193,1.8947973750346794,
194,1.9047371197565275,
195,1.9146768313791027,
196,1.924616543001678,
197,1.934556287723526,
198,1.9444959993461013,
199,1.9544357109686765,
200,1.9643754225912518,
201,1.9743151673130996,
202,1.9842548789356749,
203,1.99419459055825,
204,2.004134335280098,
205,2.014074046902673,
206,2.0240137585252485,
207,2.033953503247097,
208,2.043893214869672,
209,2.0538329264922472,
210,2.0637726381148225,
211,2.0737123828366704,
212,2.0836520944592456,
213,2.093591806081821,
214,2.1035315508036687,
215,2.113471262426244,
216,2.123410974048819,
217,2.133350718770667,
218,2.1432904303932423,
219,2.1532301420158175,
220,2.1631698536383928,
221,2.1731095983602406,
222,2.183049309982816,
223,2.192989021605391,
224,2.202928766327239,
225,2.2128684779498142,
226,2.2228081895723895,
227,2.2327479342942373,
228,2.2426876459168126,
229,2.252627357539388,
230,2.262567069161963,
231,2.272506813883811,
232,2.282446525506386,
233,2.2923862371289614,
234,2.3023259818508093,
235,2.3122656934733845,
236,2.3222054050959597,
237,2.3321451498178076,
238,2.342084861440383,
239,2.352024573062958,
