Index,Distance,Label
240,2.3619642846855333,
241,2.371904029407381,
242,2.3818437410299564,
243,2.3917834526525317,
244,2.4017231973743796,
245,2.411662908996955,
246,2.42160262061953,
247,2.431542365341378,
248,2.441482076963953,
249,2.4514217885865284,
250,2.4613615002091036,
251,2.4713012449309515,
252,2.4812409565535267,
253,2.491180668176102,
254,2.50112041289795,
255,2.511060124520525,
256,2.5209998361431003,
257,2.530939580864948,
258,2.5408792924875234,
259,2.5508190041100987,
260,2.560758715732674,
261,2.5706984604545218,
262,2.580638172077097,
263,2.5905778836996722,
264,2.60051762842152,
265,2.6104573400440954,\Gamma
266,2.6104573400440954,\Gamma
267,2.620011677495926,
268,2.6295660149477564,
269,2.639120352399587,
270,2.6486746898514175,
271,2.658229027303248,
272,2.6677833647550786,
273,2.677337702206909,
274,2.6868920396587397,
275,2.6964463771105702,
276,2.7060007145624008,
277,2.7155550520142313,
278,2.725109389466062,
279,2.7346637269178924,
280,2.744218064369723,
281,2.7537724018215535,
282,2.763326739273384,
283,2.7728810767252146,
284,2.782435414177045,
285,2.7919897516288756,
286,2.801544089080706,A
287,2.801544089080706,A
288,2.811497142169178,
289,2.8214502143675237,
290,2.8314032674559955,
291,2.841356320544467,
292,2.851309392742813,
293,2.8612624458312848,
294,2.8712154989197565,
295,2.8811685711181023,
296,2.891121624206574,
297,2.9010746772950458,
298,2.9110277494933916,
299,2.9209808025818633,
300,2.930933855670335,
301,2.940886927868681,
302,2.9508399809571526,
303,2.9607930340456243,
304,2.97074610624397,
305,2.980699159332442,
306,2.9906522124209136,
307,3.0006052846192595,
308,3.010558337707731,
309,3.020511390796203,
310,3.0304644629945487,
311,3.0404175160830205,
312,3.050370569171492,
313,3.060323641369838,
314,3.0702766944583098,
315,3.0802297475467815,
316,3.0901828197451273,
317,3.100135872833599,
318,3.1100889259220708,
319,3.1200419981204166,
320,3.1299950512088883,
321,3.13994810429736,
322,3.149901176495706,
323,3.1598542295841776,
324,3.1698072826726493,
325,3.179760354870995,
326,3.189713407959467,
327,3.1996664610479386,
328,3.2096195332462845,
329,3.219572586334756,
330,3.229525639423228,
331,3.2394787116215737,
332,3.2494317647100455,
333,3.259384817798517,
334,3.269337889996863,
335,3.2792909430853348,
336,3.2892439961738065,
337,3.2991970683721523,
338,3.309150121460624,
339,3.3191031745490958,
340,3.3290562467474416,
341,3.3390092998359133,
342,3.348962352924385,
343,3.358915425122731,
344,3.3688684782112026,
345,3.3788215312996743,
346,3.38877460349802,
347,3.398727656586492,
348,3.4086807096749636,
349,3.4186337818733095,
350,3.428586834961781,
351,3.438539888050253,
352,3.4484929602485987,
353,3.4584460133370705,
354,3.468399066425542,
355,3.478352138623888,
356,3.4883051917123598,
357,3.4982582448008315,
358,3.5082113169991773,
359,3.518164370087649,
360,3.5281174231761208,
361,3.5380704953744666,
362,3.5480235484629383,
363,3.55797660155141,
364,3.567929673749756,
365,3.5778827268382276,
366,3.5878357799266993,
367,3.597788852125045,
368,3.607741905213517,
369,3.6176949583019886,
370,3.6276480305003345,
371,3.637601083588806,
372,3.647554136677278,
373,3.6575072088756237,
374,3.6674602619640955,
375,3.677413315052567,
376,3.687366387250913,
377,3.6973194403393848,
378,3.7072724934278565,
379,3.7172255656262023,
380,3.727178618714674,
381,3.7371316718031458,
382,3.7470847440014916,
383,3.7570377970899633,L
384,3.7570377970899633,L
385,3.7668887697132623,
386,3.7767397423365607,
387,3.7865907149598597,
388,3.7964416875831586,
389,3.8062926602064575,
390,3.816143649379397,
391,3.8259946220026957,
392,3.8358455946259946,
393,3.8456965672492935,
394,3.855547539872592,
395,3.8653985124959096,
396,3.8752494851192085,
397,3.8851004577425075,
398,3.894951430365806,
399,3.904802402989105,
400,3.9146533921620446,
401,3.924504364785343,
402,3.934355337408642,
403,3.944206310031941,
404,3.9540572826552394,
405,3.9639082552785383,
406,3.9737592279018368,
407,3.9836102005251353,
408,3.993461173148434,
409,4.003312145771733,
410,4.013163118395031,
411,4.023014107567971,
412,4.03286508019127,
413,4.042716052814568,
414,4.052567025437867,
415,4.062417998061165,
416,4.072268970684482,
417,4.082119943307781,
418,4.091970915931079,
419,4.101821888554378,
420,4.111672861177676,
421,4.121523850350616,
422,4.131374822973915,
423,4.141225795597213,
424,4.151076768220512,
425,4.16092774084381,
426,4.170778713467109,
427,4.180629686090407,
428,4.190480658713706,
429,4.200331631337004,
430,4.210182603960303,
431,4.220033576583601,
432,4.229884565756541,
433,4.23973553837984,
434,4.249586511003138,
435,4.259437483626437,
436,4.269288456249735,
437,4.279139428873052,
438,4.288990401496351,
439,4.298841374119649,
440,4.308692346742948,H
441,4.308692346742948,H
442,4.318632058365523,
443,4.328571769988098,
444,4.338511514709946,
445,4.3484512263325215,
446,4.358390937955097,
447,4.368330649577672,
448,4.37827039429952,
449,4.388210105922095,
450,4.39814981754467,
451,4.408089562266518,
452,4.418029273889093,
453,4.427968985511669,
454,4.4379087302335165,
455,4.447848441856092,
456,4.457788153478667,
457,4.467727865101242,
458,4.47766760982309,
459,4.487607321445665,
460,4.4975470330682406,
461,4.507486777790088,
462,4.517426489412664,
463,4.527366201035239,
464,4.537305945757087,
465,4.547245657379662,
466,4.557185369002237,
467,4.5671250806248125,
468,4.57706482534666,
469,4.587004536969236,
470,4.596944248591811,
471,4.606883993313659,
472,4.616823704936234,
473,4.626763416558809,
474,4.636703161280657,
475,4.646642872903232,
476,4.6565825845258075,
477,4.666522296148383,
478,4.676462040870231,
479,4.686401752492806,
480,4.696341464115381,
481,4.706281208837229,
482,4.716220920459804,
483,4.7261606320823795,
484,4.736100376804227,
485,4.746040088426803,
486,4.755979800049378,
487,4.765919511671953,
488,4.775859256393801,
489,4.785798968016376,
490,4.795738679638951,
491,4.805678424360799,
492,4.8156181359833745,
493,4.82555784760595,
494,4.835497592327798,
495,4.845437303950373,
496,4.855377015572948,
497,4.865316727195523,
498,4.875256471917371,
499,4.8851961835399464,
500,4.895135895162522,
501,4.90507563988437,
502,4.915015351506945,
503,4.92495506312952,
504,4.934894807851368,
505,4.944834519473943,
506,4.954774231096518,
507,4.964713942719094,
508,4.9746536874409415,
509,4.984593399063517,
510,4.994533110686092,
511,5.00447285540794,
512,5.014412567030515,
513,5.02435227865309,
514,5.034292023374938,
515,5.044231734997513,
516,5.054171446620089,
517,5.064111158242664,
518,5.074050902964512,
519,5.083990614587087,
520,5.093930326209662,
521,5.10387007093151,
522,5.113809782554085,
523,5.123749494176661,
524,5.1336892388985085,
525,5.143628950521084,
526,5.153568662143659,
527,5.163508373766234,
528,5.173448118488082,
529,5.183387830110657,
530,5.1933275417332325,
531,5.20326728645508,
532,5.213206998077656,
533,5.223146709700231,
534,5.233086454422079,
535,5.243026166044654,
536,5.252965877667229,
537,5.2629055892898045,
538,5.272845334011652,
539,5.282785045634228,
540,5.292724757256803,
541,5.302664501978651,
542,5.312604213601226,
543,5.322543925223801,
544,5.332483669945649,
545,5.342423381568224,
546,5.3523630931907995,
547,5.362302804813375,
548,5.372242549535223,
549,5.382182261157798,
550,5.392121972780373,
551,5.402061717502221,
552,5.412001429124796,A
553,6.367495137134048,L
554,6.377049474585879,
555,6.386603812037709,
556,6.39615814948954,
557,6.40571248694137,
558,6.415266824393201,
559,6.424821161845031,
560,6.434375499296862,
561,6.443929836748692,
562,6.453484174200523,
563,6.463038511652353,
564,6.472592849104184,
565,6.4821471865560145,
566,6.491701524007845,
567,6.501255861459676,
568,6.510810198911506,
569,6.520364536363337,
570,6.529918873815167,
571,6.539473211266998,
572,6.549027548718828,
573,6.558581886170659,M
574,7.110236435823571,K
575,7.119790773275401,
576,7.129345110727232,
577,7.138899448179062,
578,7.148453785630893,
579,7.158008123082723,
580,7.167562460534554,
581,7.177116797986384,
582,7.186671135438215,
583,7.196225472890045,
584,7.205779810341876,
585,7.2153341477937065,
586,7.224888485245537,
587,7.234442822697368,
588,7.243997160149198,
589,7.253551497601029,
590,7.263105835052859,
591,7.27266017250469,
592,7.28221450995652,
593,7.291768847408351,
594,7.301323184860181,H
