Energy (eV),DOS_up,DOS_down
-33.4737271,0.0,-0.0
-33.427227099999996,0.0,-0.0
-33.3807271,0.0,-0.0
-33.334127099999996,0.0,-0.0
-33.2876271,0.0,-0.0
-33.2411271,0.0,-0.0
-33.1945271,0.0,-0.0
-33.1480271,0.0,-0.0
-33.1014271,0.0,-0.0
-33.0549271,0.0,-0.0
-33.0084271,0.0,-0.0
-32.9618271,0.0,-0.0
-32.9153271,0.0,-0.0
-32.8687271,0.0,-0.0
-32.8222271,0.0,-0.0
-32.7757271,0.0,-0.0
-32.7291271,0.0,-0.0
-32.6826271,0.0,-0.0
-32.6360271,0.0,-0.0
-32.5895271,0.0,-0.0
-32.543027099999996,0.0,-0.0
-32.4964271,0.0,-0.0
-32.4499271,0.0,-0.0
-32.4033271,0.0,-0.0
-32.3568271,0.0,-0.0
-32.3103271,0.0,-0.0
-32.2637271,0.0,-0.0
-32.2172271,0.0,-0.0
-32.1706271,0.0,-0.0
-32.1241271,0.0,-0.0
-32.0776271,0.0,-0.0
-32.0310271,0.0,-0.0
-31.9845271,0.0,-0.0
-31.9379271,0.0,-0.0
-31.8914271,0.0,-0.0
-31.8449271,0.0,-0.0
-31.7983271,0.0,-0.0
-31.7518271,0.0,-0.0
-31.705227100000002,0.0,-0.0
-31.6587271,0.0,-0.0
-31.612227100000002,0.0,-0.0
-31.5656271,0.0,-0.0
-31.519127100000002,0.0,-0.0
-31.4725271,0.0,-0.0
-31.426027100000002,0.0,-0.0
-31.3795271,0.0,-0.0
-31.332927100000003,0.0,-0.0
-31.2864271,0.0,-0.0
-31.239827100000003,0.0,-0.0
-31.1933271,0.0,-0.0
-31.146827100000003,0.0,-0.0
-31.1002271,0.0,-0.0
-31.0537271,0.0,-0.0
-31.0071271,0.0,-0.0
-30.9606271,0.0,-0.0
-30.9141271,0.0,-0.0
-30.8675271,0.0,-0.0
-30.821027100000002,0.0,-0.0
-30.7744271,0.0,-0.0
-30.727927100000002,0.0,-0.0
-30.6814271,0.0,-0.0
-30.634827100000003,0.0,-0.0
-30.5883271,0.0,-0.0
-30.541727100000003,0.0,-0.0
-30.4952271,0.0,-0.0
-30.448727100000003,0.0,-0.0
-30.4021271,0.0,-0.0
-30.3556271,0.0,-0.0
-30.3090271,0.0,-0.0
-30.2625271,0.0,-0.0
-30.2160271,0.0,-0.0
-30.1694271,0.0,-0.0
-30.122927100000002,0.0,-0.0
-30.0763271,0.0,-0.0
-30.029827100000002,0.0,-0.0
-29.9833271,0.0,-0.0
-29.936727100000002,0.0,-0.0
-29.8902271,0.0,-0.0
-29.843627100000003,0.0,-0.0
-29.7971271,0.0,-0.0
-29.750627100000003,0.0,-0.0
-29.7040271,0.0,-0.0
-29.657527100000003,0.0,-0.0
-29.6109271,0.0,-0.0
-29.5644271,0.0,-0.0
-29.5179271,0.0,-0.0
-29.4713271,0.0,-0.0
-29.4248271,0.0,-0.0
-29.3782271,0.0,-0.0
-29.331727100000002,0.0,-0.0
-29.2852271,0.0,-0.0
-29.238627100000002,0.0,-0.0
-29.1921271,0.0,-0.0
-29.145527100000002,0.0,-0.0
-29.0990271,0.0,-0.0
-29.052527100000002,0.0,-0.0
-29.0059271,0.0,-0.0
-28.959427100000003,0.0,-0.0
-28.9128271,0.0,-0.0
-28.866327100000003,0.0,-0.0
-28.8198271,0.0,-0.0
-28.7732271,0.0,-0.0
-28.7267271,0.0,-0.0
-28.6801271,0.0,-0.0
