Energy (eV),DOS_up,DOS_down
-22.5834271,0.0,-0.0
-22.5369271,0.0,-0.0
-22.490327100000002,0.0,-0.0
-22.4438271,0.0,-0.0
-22.397327100000002,0.0,-0.0
-22.3507271,0.0,-0.0
-22.304227100000002,0.0,-0.0
-22.2576271,0.0,-0.0
-22.211127100000002,0.0,-0.0
-22.1646271,0.0,-0.0
-22.118027100000003,0.0,-0.0
-22.0715271,0.0,-0.0
-22.025027100000003,0.0,-0.0
-21.9784271,0.0,-0.0
-21.931927100000003,0.0,-0.0
-21.8853271,0.0,-0.0
-21.8388271,0.0,-0.0
-21.7923271,0.0,-0.0
-21.7457271,0.0,-0.0
-21.6992271,0.0,-0.0
-21.6526271,0.0,-0.0
-21.606127100000002,0.0,-0.0
-21.5596271,0.0,-0.0
-21.513027100000002,0.0,-0.0
-21.4665271,0.0,-0.0
-21.419927100000002,0.0,-0.0
-21.3734271,0.0,-0.0
-21.326927100000002,0.0,-0.0
-21.2803271,0.0,-0.0
-21.233827100000003,0.0,-0.0
-21.1872271,0.0,-0.0
-21.140727100000003,0.0,-0.0
-21.0942271,0.0,-0.0
-21.0476271,0.0,-0.0
-21.0011271,0.0,-0.0
-20.9545271,0.0,-0.0
-20.9080271,0.0,-0.0
-20.8615271,0.0,-0.0
-20.814927100000002,0.0,-0.0
-20.7684271,0.0,-0.0
-20.721827100000002,0.0,-0.0
-20.6753271,0.0,-0.0
-20.628827100000002,0.0,-0.0
-20.5822271,0.0,-0.0
-20.535727100000003,0.0,-0.0
-20.4891271,0.0,-0.0
-20.442627100000003,0.0,-0.0
-20.3961271,0.0,-0.0
-20.3495271,0.0,-0.0
-20.3030271,0.0,-0.0
-20.2564271,0.0,-0.0
-20.2099271,0.0,-0.0
-20.1634271,0.0,-0.0
-20.116827100000002,0.0,-0.0
-20.0703271,0.0,-0.0
-20.023727100000002,0.0,-0.0
-19.9772271,0.0,-0.0
-19.930727100000002,0.0,-0.0
-19.8841271,0.0,-0.0
-19.837627100000002,0.0,-0.0
-19.7910271,0.0,-0.0
-19.744527100000003,0.0,-0.0
-19.6980271,0.0,-0.0
-19.651427100000003,0.0,-0.0
-19.6049271,0.0,-0.0
-19.5583271,0.0,-0.0
-19.5118271,0.0,-0.0
-19.4653271,0.0,-0.0
-19.4187271,0.0,-0.0
-19.3722271,0.0,-0.0
-19.325627100000002,0.0,-0.0
-19.2791271,0.0,-0.0
-19.232627100000002,0.0,-0.0
-19.1860271,0.0,-0.0
-19.139527100000002,0.0,-0.0
-19.0929271,0.0,-0.0
-19.046427100000002,0.0,-0.0
-18.9999271,0.0,-0.0
-18.953327100000003,0.0,-0.0
-18.9068271,0.0,-0.0
-18.860227100000003,0.0,-0.0
-18.8137271,0.0,-0.0
-18.7672271,0.0,-0.0
-18.7206271,0.0,-0.0
-18.6741271,0.0321,-0.0
-18.627527100000002,0.5886,-0.0
-18.5810271,0.963,-0.0
-18.534527100000002,1.3233,-0.0
-18.4879271,1.7407,-0.0
-18.441427100000002,2.3288,-0.0
-18.3948271,3.7158,-0.0
-18.3483271,3.5681,-0.0
-18.3018271,3.6363,-0.0
-18.2552271,2.8278,-0.0
-18.2087271,0.3714,-0.0
-18.1621271,0.0,-0.0
-18.1156271,0.2354,-0.1384
-18.0691271,2.9124,-0.8822
-18.0225271,4.4859,-1.0253
-17.9760271,4.7993,-1.3727
-17.9294271,3.1504,-1.7806
-17.8829271,2.0894,-2.4125
-17.8364271,1.5642,-3.6376
-17.7898271,1.1713,-3.356
-17.743327100000002,0.7521,-3.5089
-17.6967271,0.1044,-2.641
-17.650227100000002,0.0,-0.3933
-17.6037271,33.3199,-0.0
-17.5571271,17.8732,-0.1915
-17.5106271,0.8134,-2.8595
-17.4640271,93.0448,-4.9879
-17.4175271,19.2982,-4.9782
-17.3710271,0.0,-3.008
-17.3244271,0.0,-2.0483
-17.2779271,0.0,-1.557
-17.2313271,0.0,-1.185
-17.1848271,0.0,-0.7349
-17.1383271,0.0,-0.0021
-17.0917271,0.0,-0.0
-17.0452271,0.0,-0.0
-16.9986271,0.0,-8.1924
-16.952127100000002,0.0,-10.6781
-16.9056271,0.0,-13.4011
-16.8590271,0.0,-41.7165
-16.8125271,0.0,-62.3895
-16.7659271,0.0,-52.4378
-16.7194271,0.0,-0.0
-16.6729271,0.0,-0.0
-16.6263271,0.0,-0.0
-16.5798271,0.0,-0.0
-16.5332271,0.0,-0.0
-16.4867271,0.0,-0.0
-16.4402271,0.0,-0.0
-16.3936271,0.0,-0.0
-16.3471271,0.0,-0.0
-16.3006271,0.0,-0.0
-16.254027100000002,0.0,-0.0
-16.2075271,0.0,-0.0
-16.160927100000002,0.0,-0.0
-16.1144271,0.0,-0.0
-16.067927100000002,0.0,-0.0
-16.0213271,0.0,-0.0
-15.974827099999999,0.0,-0.0
-15.928227099999999,0.0,-0.0
-15.881727099999999,0.0,-0.0
-15.8352271,0.0,-0.0
-15.7886271,0.0,-0.0
-15.7421271,0.0,-0.0
-15.6955271,0.0,-0.0
-15.6490271,0.0,-0.0
-15.6025271,0.0,-0.0
-15.5559271,0.0,-0.0
-15.5094271,0.0,-0.0
-15.4628271,0.0,-0.0
-15.4163271,0.0,-0.0
-15.3698271,0.0,-0.0
-15.323227099999999,0.0,-0.0
-15.276727099999999,0.0,-0.0
-15.230127099999999,0.0,-0.0
-15.183627099999999,0.0,-0.0
-15.137127099999999,0.0,-0.0
-15.0905271,0.0,-0.0
-15.0440271,0.0,-0.0
-14.9974271,0.0,-0.0
-14.9509271,0.0,-0.0
-14.9044271,0.0,-0.0
-14.8578271,0.0,-0.0
-14.8113271,0.0,-0.0
-14.7647271,0.0,-0.0
-14.7182271,0.0,-0.0
-14.6717271,0.0,-0.0
-14.6251271,0.0,-0.0
-14.5786271,0.0,-0.0
-14.532027099999999,0.0,-0.0
-14.485527099999999,0.0,-0.0
-14.439027099999999,0.0,-0.0
-14.392427099999999,0.0,-0.0
-14.345927099999999,0.0,-0.0
-14.2993271,0.0,-0.0
-14.2528271,0.0,-0.0
-14.2063271,0.0,-0.0
-14.1597271,0.0,-0.0
-14.1132271,0.0,-0.0
-14.0666271,0.0,-0.0
-14.0201271,0.0,-0.0
-13.9736271,0.0,-0.0
-13.9270271,0.0,-0.0
-13.8805271,0.0,-0.0
-13.8339271,0.0,-0.0
-13.7874271,0.0,-0.0
-13.740927099999999,0.0,-0.0
-13.694327099999999,0.0,-0.0
-13.647827099999999,0.0,-0.0
-13.6012271,0.0,-0.0
-13.5547271,0.0,-0.0
-13.5082271,0.0,-0.0
-13.4616271,0.0,-0.0
-13.4151271,0.0,-0.0
-13.3685271,0.0,-0.0
-13.3220271,0.0,-0.0
-13.2755271,0.0,-0.0
-13.2289271,0.0,-0.0
-13.1824271,0.0,-0.0
-13.1358271,0.0,-0.0
-13.0893271,0.0,-0.0
-13.0428271,0.0,-0.0
-12.996227099999999,0.0,-0.0
-12.949727099999999,0.0,-0.0
-12.903127099999999,0.0,-0.0
-12.856627099999999,0.0,-0.0
-12.810127099999999,0.0,-0.0
-12.7635271,0.0,-0.0
-12.7170271,0.0,-0.0
-12.6704271,0.0,-0.0
-12.6239271,0.0,-0.0
-12.5774271,0.0,-0.0
-12.5308271,0.0,-0.0
-12.4843271,0.0,-0.0
-12.4377271,0.0,-0.0
-12.3912271,0.0,-0.0
-12.3447271,0.0,-0.0
-12.2981271,0.0,-0.0
-12.2516271,0.0,-0.0
-12.205027099999999,0.0,-0.0
-12.158527099999999,0.0,-0.0
-12.112027099999999,0.0,-0.0
-12.065427099999999,0.0,-0.0
-12.018927099999999,0.0,-0.0
-11.9723271,0.0,-0.0
-11.9258271,0.0,-0.0
-11.8793271,0.0,-0.0
-11.8327271,0.0,-0.0
-11.7862271,0.0,-0.0
-11.7396271,0.0,-0.0
-11.6931271,0.0,-0.0
-11.6466271,0.0,-0.0
-11.6000271,0.0,-0.0
-11.5535271,0.0,-0.0
-11.506927099999999,0.0,-0.0
-11.460427099999999,0.0,-0.0
-11.413927099999999,0.0,-0.0
-11.367327099999999,0.0,-0.0
-11.320827099999999,0.0,-0.0
-11.2742271,0.0,-0.0
-11.2277271,0.0,-0.0
-11.1812271,0.0,-0.0
-11.1346271,0.0,-0.0
-11.0881271,0.0,-0.0
-11.0415271,0.0,-0.0
-10.9950271,0.0,-0.0
-10.9485271,0.0,-0.0
-10.9019271,0.0,-0.0
-10.8554271,0.0,-0.0
-10.8088271,0.0,-0.0
-10.7623271,0.0,-0.0
-10.7158271,0.0,-0.0
-10.6692271,0.0,-0.0
-10.6227271,0.0,-0.0
-10.5762271,0.0,-0.0
-10.5296271,0.0,-0.0
-10.4831271,0.0,-0.0
-10.4365271,0.0,-0.0
-10.3900271,0.0,-0.0
-10.3435271,0.0,-0.0
-10.2969271,0.0,-0.0
-10.2504271,0.0,-0.0
-10.2038271,0.0,-0.0
-10.1573271,0.0,-0.0
-10.1108271,0.0,-0.0
-10.0642271,0.0,-0.0
-10.0177271,0.0,-0.0
-9.9711271,0.0,-0.0
-9.9246271,0.0,-0.0
-9.8781271,0.0,-0.0
-9.8315271,0.0,-0.0
-9.7850271,0.0,-0.0
-9.7384271,0.0,-0.0
-9.6919271,0.0,-0.0
-9.6454271,0.0,-0.0
-9.5988271,0.0,-0.0
-9.5523271,0.0,-0.0
-9.5057271,0.0,-0.0
-9.4592271,0.0,-0.0
-9.4127271,0.0,-0.0
-9.3661271,0.0,-0.0
-9.3196271,0.0,-0.0
-9.2730271,0.0,-0.0
-9.2265271,0.0,-0.0
-9.1800271,0.0,-0.0
-9.1334271,0.0,-0.0
-9.0869271,0.0,-0.0
-9.0403271,0.0,-0.0
-8.9938271,0.0,-0.0
-8.9473271,0.0,-0.0
-8.9007271,0.0,-0.0
-8.8542271,0.0,-0.0
-8.8076271,0.0,-0.0
-8.7611271,0.0,-0.0
-8.7146271,0.0575,-0.0
-8.6680271,0.3769,-0.0
-8.6215271,0.6887,-0.0
-8.5749271,0.9208,-0.0
-8.5284271,1.2007,-0.0
-8.4819271,1.5144,-0.0
-8.4353271,2.0616,-0.0
-8.3888271,5.1813,-0.0
-8.3422271,9.2372,-0.0
-8.2957271,18.6745,-0.0
-8.2492271,10.6533,-0.0
-8.202627099999999,11.64,-0.0
-8.156127099999999,4.8556,-0.0
-8.1095271,8.413,-0.0
-8.0630271,18.9912,-0.0
-8.0165271,11.9874,-0.0
-7.9699271,18.6307,-0.0
-7.9234271,16.1975,-0.0
-7.8768271,16.5771,-0.0
-7.8303271,12.2666,-0.0
-7.7838271,5.1167,-0.0
-7.7372271,7.0246,-0.0
-7.6907271,18.0872,-0.0
-7.6441271,15.1844,-0.0
-7.5976271,17.6146,-0.0
-7.5511271,17.4505,-0.0
-7.504527100000001,15.2166,-0.0
-7.458027100000001,11.456,-0.0
-7.411427099999999,0.0,-0.0
-7.364927099999999,4.8204,-0.0
-7.318427099999999,16.4813,-0.0
-7.271827099999999,10.6798,-0.0
-7.2253270999999994,9.5964,-0.0
-7.1787271,13.8258,-0.0
-7.1322271,25.1953,-0.0
-7.0857271,21.6307,-0.0
-7.0391271,13.9841,-0.0
-6.9926271,5.7479,-0.0
-6.9460271,0.4541,-0.0
-6.8995271,0.0,-0.0
-6.8530271,0.0,-0.0
-6.8064271000000005,0.0,-0.0
-6.7599271000000005,0.0,-0.0
-6.7133271,0.0,-0.0
-6.6668271,0.0,-0.0
-6.6203271,0.0,-0.0
-6.5737271,0.0,-0.0
-6.527227099999999,0.0,-0.0
-6.4806270999999995,0.0,-0.0
-6.4341270999999995,0.0,-0.0
-6.3876271,0.0,-0.0
-6.3410271,0.0,-0.0
-6.2945271,0.0,-0.0
-6.2479271,0.0,-0.0
-6.2014271,0.0,-0.0
-6.1549271,0.0,-0.0
-6.1083271,0.0,-0.0
-6.0618271,0.0,-0.0
-6.015227100000001,0.0,-0.0
-5.9687271,0.0,-0.0
-5.9222271,0.0,-0.0
-5.8756271,0.0,-0.0
-5.8291271,0.0,-0.0
-5.782527099999999,0.0,-0.0
-5.736027099999999,0.0,-0.0
-5.689527099999999,0.0,-0.0162
-5.6429271,0.0,-0.0988
-5.5964271,0.0,-0.2513
-5.5498271,0.0,-0.4315
-5.5033271,0.0,-0.4523
-5.4568271,0.0,-0.5382
-5.4102271,0.0,-0.6302
-5.3637271,0.0,-0.7281
-5.3171271,0.0,-0.832
-5.2706271000000005,0.2054,-0.9641
-5.2241271000000005,0.9001,-1.1421
-5.1775271,1.5022,-1.5995
-5.1310271,2.2412,-2.3825
-5.0844271,3.785,-3.1334
-5.0379271,6.6207,-3.3043
-4.9914271,7.0404,-3.6363
-4.9448270999999995,3.8159,-4.1824
-4.8983270999999995,2.1616,-4.5621
-4.8518270999999995,15.1456,-4.0588
-4.8052271,19.0202,-4.2197
-4.7587271,0.0,-7.6352
-4.7121271,63.1238,-12.545
-4.6656271,2.694,-6.4239
-4.6191271,4.0785,-6.6318
-4.5725271,7.8451,-6.3517
-4.5260271,7.4967,-6.8424
-4.4794271,7.5435,-5.5085
-4.4329271,5.2874,-4.5463
-4.3864271,4.3724,-6.984
-4.3398271,3.8824,-9.5178
-4.2933271,4.4875,-3.9381
-4.2467271,4.5909,-4.8457
-4.2002271,3.2791,-6.5578
-4.1537271,3.1483,-9.497
-4.1071271,2.128,-3.4156
-4.0606271,0.7126,-5.4963
-4.0140271,0.5378,-2.715
-3.9675271,3.3669,-3.6491
-3.9210271,7.7225,-4.6579
-3.8744271,5.4947,-3.168
-3.8279271,3.7891,-2.6289
-3.7813271,9.0986,-3.254
-3.7348271,14.1333,-4.5424
-3.6883271,6.6218,-5.8582
-3.6417270999999998,5.417,-9.0793
-3.5952271,4.4966,-5.4443
-3.5486271,2.8542,-4.4435
-3.5021271,7.3571,-4.0183
-3.4556271,21.3518,-3.2611
-3.4090271,8.2845,-2.4223
-3.3625271,5.9687,-1.0202
-3.3159271,14.2135,-5.5599
-3.2694271,13.1314,-4.6408
-3.2229270999999997,14.1596,-4.3798
-3.1763271,5.6777,-4.842
-3.1298271,6.235,-7.4262
-3.0832270999999998,3.734,-12.4528
-3.0367271,2.5462,-13.4734
-2.9902271,2.4285,-15.4176
-2.9436271,3.2194,-16.0475
-2.8971271,6.261,-25.9159
-2.8505271,7.2926,-14.2815
-2.8040271,5.4619,-10.8191
-2.7575271,5.2008,-6.7723
-2.7109271,5.9199,-16.5939
-2.6644271,4.3403,-6.3496
-2.6178271,4.8614,-4.5647
-2.5713271,2.6099,-9.5812
-2.5248271,13.3031,-6.8967
-2.4782271,5.4879,-4.9925
-2.4317271,6.2176,-6.8364
-2.3851271,10.7237,-1.1127
-2.3386271,6.7405,-0.8248
-2.2921271,4.1365,-2.8344
-2.2455271,12.5177,-6.6178
-2.1990271,7.1634,-4.4886
-2.1524270999999997,2.2507,-3.8198
-2.1059270999999997,3.2583,-3.237
-2.0594270999999997,4.7413,-4.1341
-2.0128271,4.8141,-9.6167
-1.9663271,9.6641,-5.5723
-1.9197270999999998,6.695,-7.2146
-1.8732270999999998,4.2015,-4.2351
-1.8267271,5.0858,-11.9282
-1.7801270999999999,6.819,-2.5078
-1.7336270999999999,5.4643,-0.1395
-1.6870271,3.6676,-3.4493
-1.6405271,4.4033,-4.2303
-1.5940271,4.3622,-4.7215
-1.5474271,4.2248,-5.1429
-1.5009271,4.4895,-6.2216
-1.4543271,4.5971,-6.5005
-1.4078271,4.8424,-7.7016
-1.3613271,3.8654,-2.8417
-1.3147271,3.871,-0.0
-1.2682271,4.1333,-0.0
-1.2216270999999999,4.2806,-0.0
-1.1751270999999999,4.269,-0.0
-1.1286270999999999,4.1353,-0.0
-1.0820271,3.8965,-0.0
-1.0355271,3.843,-0.0
-0.9889271,13.2259,-0.0
-0.9424271,8.598,-0.0
-0.8959271,6.2174,-0.0
-0.8493271,5.8961,-0.0
-0.8028271,19.7528,-0.0
-0.7562270999999998,10.0288,-0.0
-0.7097270999999998,7.6399,-0.0
-0.6632270999999998,7.0147,-0.0
-0.6166271000000001,5.7754,-0.0
-0.5701271000000001,5.6578,-0.0
-0.5235270999999999,25.5348,-0.0
-0.4770270999999999,5.0906,-0.0
-0.43052709999999994,4.3217,-0.0
-0.38392709999999974,3.7796,-0.0
-0.33742709999999976,13.2605,-0.0
-0.2908271,19.6731,-0.0
-0.24432710000000002,11.5425,-0.0
-0.19782710000000003,5.6711,-0.0
-0.15122709999999984,3.1579,-0.0
-0.10472709999999985,8.6714,-0.0
-0.0581271000000001,15.7751,-0.0
-0.011627100000000112,0.0,-0.0
0.03487289999999987,0.0,-0.0
0.08147290000000007,0.0,-0.0
0.12797290000000006,0.0,-0.0
0.17457290000000025,0.0,-0.0
0.22107290000000024,0.0,-0.0
0.2675729000000002,0.0,-0.0
0.3141729,0.0,-0.0
0.36067289999999996,0.0,-0.0
0.40727290000000016,0.0,-0.0
0.45377290000000015,0.0,-0.0
0.5002729000000001,0.0,-0.0
0.5468728999999999,0.0,-0.0
0.5933728999999999,0.0,-0.0
0.6398728999999999,0.0,-0.0
0.6864729,0.0,-0.0
0.7329729,0.0,-0.0
0.7795729000000002,0.0,-0.0
0.8260729000000002,0.0,-0.0
0.8725729000000002,0.0,-0.0
0.9191729,0.0,-0.0
0.9656729,0.0,-0.0
1.0122729000000001,0.0,-0.0
1.0587729000000001,0.0,-0.0
1.1052729000000001,0.0,-0.0
1.1518729000000003,0.0,-0.0
1.1983729000000003,0.0,-0.0
1.2449729,0.0,-0.0697
1.2914729,0.0,-0.3036
1.3379729,0.0,-0.7019
1.3845728999999998,0.0,-1.0126
1.4310728999999998,0.0,-1.3688
1.4776729000000004,0.0,-1.7871
1.5241729000000004,0.0,-2.2691
1.5706729000000004,0.0,-3.382
1.6172729000000001,0.0,-5.6081
1.6637729,0.0,-5.781
1.7103728999999999,0.0,-5.9405
1.7568728999999998,0.0,-5.0879
1.8033728999999998,0.0,-3.5175
1.8499729000000005,0.0,-3.5096
1.8964729000000005,0.0,-0.7571
1.9430729000000002,0.0,-0.6663
1.9895729000000002,0.0,-20.0123
2.0360729,0.0,-2.7911
2.0826729,0.0,-8.4392
2.1291729,0.0,-9.4501
2.1757728999999997,0.0,-22.4668
2.2222728999999997,0.0,-1.7971
2.2687728999999996,0.0,-51.034
2.3153729000000003,0.0,-9.2328
2.3618729000000003,0.0,-19.0955
2.4084729,0.0,-67.6169
2.4549729,0.0,-15.6281
2.5014729,0.0008,-21.1197
2.5480728999999998,0.0031,-14.2263
2.5945728999999997,0.0069,-5.9903
2.6411729000000004,0.0122,-5.4064
2.6876729000000004,0.0189,-5.0382
2.7341729000000004,0.0271,-8.993
2.7807729,0.0368,-12.229
2.8272729,0.048,-40.1181
2.8738729,0.0606,-13.3552
2.9203729,0.0747,-12.9729
2.9668729,0.0903,-7.3187
3.0134729000000005,0.1073,-5.627
3.0599729000000004,0.1215,-9.4254
3.1065729,0.1247,-11.5555
3.1530729,0.1293,-13.2258
3.1995729,0.1354,-12.362
3.2461729,0.143,-4.4594
3.2926729,0.1514,-1.941
3.3392728999999997,0.1599,-0.1203
3.3857728999999996,0.1686,-0.0
3.4322728999999996,0.1775,-0.0
3.4788729000000003,0.1865,-0.0
3.5253729000000003,0.1956,-0.0
3.5719729,0.205,-0.0
3.6184729,0.2144,-0.0003
3.6649729,0.2241,-0.0022
3.7115728999999997,0.2339,-0.006
3.7580728999999997,0.2438,-0.0116
3.8046729000000004,0.2539,-0.019
3.8511729000000003,0.2644,-0.0282
3.8976729000000003,0.2757,-0.0392
3.9442729,0.2879,-0.0521
3.9907729,0.3009,-0.0667
4.037372899999999,0.3148,-0.0832
4.083872899999999,0.3295,-0.1015
4.130372899999999,0.345,-0.1212
4.176972900000001,0.3615,-0.1289
4.223472900000001,0.3798,-0.1394
4.270072900000001,0.4198,-0.1525
4.316572900000001,0.4604,-0.1684
4.363072900000001,0.4966,-0.187
4.4096729,0.5282,-0.2081
4.4561729,0.5554,-0.2305
4.5027729,0.5781,-0.254
4.5492729,0.5964,-0.2785
4.5957729,0.6102,-0.3041
4.6423729,0.6195,-0.3308
4.6888729,0.6243,-0.3586
4.7354728999999995,0.6247,-0.3874
4.7819728999999995,0.6206,-0.4174
4.8284728999999995,0.6186,-0.4499
4.875072899999999,0.6114,-0.628
4.921572899999999,0.5981,-2.5287
4.968172900000001,0.7707,-4.7597
5.014672900000001,0.8395,-7.661
5.061172900000001,0.8024,-10.7999
5.1077729000000005,0.8923,-13.1929
5.1542729000000005,0.7592,-16.2244
5.2008729,0.6346,-9.4049
5.2473729,0.5186,-4.6199
5.2938729,0.4112,-11.1435
5.3404729,0.3123,-26.6548
5.3869729,0.222,-34.5023
5.4335729,0.1402,-21.7178
5.4800729,0.4652,-8.7723
5.5265729,0.5929,-4.4812
5.573172900000001,0.7633,-3.3505
5.619672900000001,0.9167,-0.8224
5.666272900000001,1.1435,-0.2486
5.712772900000001,1.3311,-0.0
5.759272900000001,1.4584,-0.0
5.805872900000001,1.5253,-0.0
5.852372900000001,1.532,-0.0
5.8989729,1.4784,-1.5922
5.9454729,1.3646,-14.7938
5.9919729,1.0294,-1.9213
6.0385729,1.2571,-13.3441
6.0850729,0.8197,-13.9916
6.1316729,0.6735,-1.0606
6.1781729,0.5656,-1.0926
6.2246729,0.4962,-1.1731
6.271272900000001,0.4652,-1.2157
6.317772900000001,0.4696,-1.2205
6.364272900000001,0.5045,-1.1873
6.410872900000001,0.5348,-1.1163
6.457372900000001,0.3887,-1.0109
6.503972900000001,0.2711,-1.0433
6.550472900000001,0.182,-0.9694
6.596972900000001,1.715,-0.7893
6.643572900000001,2.2422,-0.8245
6.6900729000000005,2.2993,-0.7043
6.7366729,1.798,-0.5924
6.7831729,1.5627,-0.4887
6.8296729,1.4183,-0.3935
6.8762729,1.3573,-0.5926
6.9227729,1.3641,-0.5837
6.9693729,1.317,-0.581
7.0158729,1.2022,-0.5845
7.0623729,1.0198,-0.5944
7.108972900000001,1.6194,-0.6139
7.155472900000001,2.4692,-0.6733
7.202072900000001,1.9792,-0.7307
7.248572900000001,2.6144,-0.786
7.295072900000001,3.4787,-0.895
7.341672900000001,3.817,-0.989
7.388172900000001,3.2492,-1.0649
7.4347729000000005,3.1337,-1.1227
7.4812729000000004,2.6424,-1.1625
7.5277729,0.7234,-1.1842
7.5743729,0.4656,-1.1879
7.6208729,0.5815,-1.6112
7.6674729,0.6993,-1.826
7.7139729,0.8255,-1.6657
7.7604729,0.9765,-0.9454
7.8070729,1.1348,-1.9058
7.8535729,1.2768,-1.0506
7.900172900000001,1.4026,-0.9953
7.946672900000001,1.5122,-0.9866
7.993172900000001,1.6042,-1.0245
8.0397729,1.6966,-1.1069
8.0862729,1.8214,-1.2325
8.1328729,1.9141,-1.4012
8.1793729,2.0303,-1.6131
8.2258729,2.2199,-1.7675
8.2724729,2.2794,-1.7527
8.3189729,2.211,-1.5686
8.3655729,2.1603,-1.2912
8.4120729,2.1272,-1.2694
8.4585729,2.112,-1.4796
8.5051729,2.1165,-1.5775
8.5516729,2.1408,-1.7465
8.598272900000001,2.1851,-1.9867
8.644772900000001,2.0879,-2.0684
8.691272900000001,3.6105,-2.3305
8.737872900000001,5.3782,-1.8742
8.784372900000001,3.8263,-1.7811
8.8309729,0.9353,-1.6714
8.8774729,1.0042,-1.6276
8.9239729,1.0718,-1.5995
8.9705729,1.1381,-1.6334
9.0170729,1.2031,-1.5843
9.0636729,1.2669,-1.5333
9.1101729,1.33,-1.5808
9.1566729,1.4102,-2.2578
9.2032729,1.5062,-1.1226
9.2497729,1.6049,-0.9992
9.2963729,2.3391,-0.9681
9.3428729,2.6279,-1.0076
9.3893729,2.5198,-1.092
9.435972900000001,2.0771,-1.2049
9.482472900000001,1.8064,-1.774
9.529072900000001,1.5683,-3.0603
9.575572900000001,1.3627,-2.0569
9.622072900000001,1.2188,-2.0777
9.6686729,2.8619,-2.0533
9.7151729,2.6439,-2.015
9.7617729,0.4624,-1.997
9.8082729,0.5166,-1.9748
9.8547729,0.6279,-1.9485
9.9013729,0.7978,-1.9494
9.9478729,1.0263,-1.9032
9.9944729,1.5502,-1.9664
10.0409729,1.2031,-2.0771
10.0874729,1.1772,-2.1686
10.134072900000001,2.9814,-2.2407
10.180572900000001,6.0212,-2.2954
10.227172900000001,6.7237,-2.3452
10.273672900000001,5.18,-2.2827
10.320172900000001,6.7773,-2.3763
10.3667729,5.7005,-2.7745
10.4132729,6.3536,-4.1587
10.4598729,5.2933,-3.2027
10.5063729,3.5156,-1.8721
10.5528729,2.8096,-2.7621
10.5994729,2.5686,-1.4964
10.6459729,2.3458,-1.4536
10.6925729,2.2916,-1.4097
10.7390729,2.2173,-1.3648
10.7855729,2.1229,-1.3187
10.8321729,2.131,-1.2714
10.8786729,1.8733,-1.2231
10.925272900000001,3.9071,-1.1737
10.971772900000001,2.0524,-1.1231
11.018272900000001,2.4536,-1.0759
11.064872900000001,2.5565,-1.0729
11.111372900000001,3.1459,-1.2196
11.1579729,4.0596,-2.4644
11.2044729,5.3785,-1.9056
11.2509729,12.334,-1.4675
11.2975729,3.5327,-1.1738
11.3440729,4.164,-1.1953
11.3906729,4.6438,-1.8804
11.4371729,4.7791,-2.4735
11.4836729,4.1183,-2.7983
11.5302729,3.7193,-4.2856
11.5767729,3.0883,-3.6121
11.6233729,1.9807,-5.6636
11.6698729,4.466,-5.2205
11.7163729,3.4406,-9.4672
11.762972900000001,3.5148,-10.5571
11.809472900000001,4.0039,-5.7773
11.856072900000001,4.1607,-4.5963
11.902572900000001,3.7639,-4.0276
11.9490729,3.6157,-3.4365
11.9956729,2.3163,-3.085
12.0421729,3.1983,-3.2756
12.0886729,3.4985,-2.8784
12.1352729,2.2925,-2.6227
12.1817729,3.1545,-3.738
12.2283729,2.6585,-3.6248
12.2748729,2.1615,-1.437
12.3213729,2.0108,-0.5138
12.3679729,1.8918,-0.0
12.4144729,1.7923,-2.3723
12.461072900000001,3.2449,-3.7452
12.507572900000001,2.0442,-4.5533
12.554072900000001,2.279,-7.3585
12.600672900000001,2.6946,-7.5039
12.647172900000001,2.9294,-4.5961
12.6937729,2.9804,-4.9125
12.7402729,2.8473,-4.3292
12.7867729,2.5346,-3.238
12.8333729,5.6011,-1.7967
12.8798729,5.0257,-2.8749
12.9264729,4.7929,-3.3245
12.9729729,3.5415,-2.6054
13.0194729,3.9771,-3.017
13.0660729,2.0094,-3.162
13.1125729,1.3739,-3.7155
13.1591729,1.1467,-3.5279
13.205672900000001,0.9589,-2.7228
13.2521729,0.8104,-3.0692
13.298772900000001,0.7006,-3.672
13.3452729,0.6241,-4.3229
13.391872900000001,0.7118,-4.2191
13.4383729,1.0675,-3.7781
13.484872900000001,1.4806,-3.523
13.531472899999999,1.9416,-2.7969
13.5779729,2.5348,-3.4808
13.624572900000002,2.7086,-4.4756
13.6710729,2.696,-5.8425
13.717572900000002,2.497,-1.5171
13.7641729,2.486,-1.3711
13.810672900000002,1.723,-1.5908
13.8572729,1.1345,-1.7776
13.903772900000002,0.8471,-1.9541
13.9502729,0.8423,-2.1531
13.996872900000001,0.8548,-2.2774
14.0433729,0.8913,-2.327
14.089972900000001,0.9291,-2.3019
14.1364729,0.9868,-2.2021
14.182972900000001,7.8655,-2.0275
14.229572899999999,2.4168,-1.577
14.2760729,2.6163,-1.5169
14.322672899999999,2.1402,-2.2285
14.3691729,2.7233,-3.0404
14.415672899999999,2.1152,-2.7127
14.4622729,1.941,-2.9097
14.508772900000002,1.7491,-3.1188
14.5553729,1.6081,-3.3148
14.601872900000002,1.5353,-2.918
14.6483729,1.8845,-2.1142
14.694972900000002,1.8013,-1.4952
14.7414729,1.9046,-1.1855
14.788072900000001,2.1019,-0.9639
14.8345729,2.2155,-0.8255
